time,operators,notifySiteOps,typeOfArea,instrumentClass,siteFacilityCode,typeOfVegetation,notifyInstrumentMentor,moistureOnVegetation,vegetationConditions,surfaceSoilConditions,approximateHeightOfVegetationInsideFenceMeters,approximateHeightOfVegetationOutsideButNearFenceMeters,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,comments,landCoverType_0_1,landCoverType_0_3,heightOfVegetation_0_2,heightOfVegetation_0_4
2025-09-04 16:30:00,Adam Elliott,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,"Lush Green, Unwilted ",Moist but Not Muddy ,.5,.5,212310,PM-2025-BNF-S30-00338,bnf,S30,sfccond,2025-09-04T16:42:15.190+00:00,25827,NEW,PMR,WEEKLY,,,,,
2025-09-23 19:00:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S20,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,"Lush Green, Unwilted ",Moist but Not Muddy ,0.6096,0.6096,215455,PM-2025-BNF-S20-00242,bnf,S20,sfccond,2025-09-24T19:00:35.288+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-09-26 14:32:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S40,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Fully Green but Noticeably Wilted ,Moist but Not Muddy ,0.4572,0.4572,215794,PM-2025-BNF-S40-00381,bnf,S40,sfccond,2025-09-26T14:32:54.344+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-09-26 16:40:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Fully Green but Noticeably Wilted ,Moist but Not Muddy ,0.3,0.3,215891,PM-2025-BNF-S30-00365,bnf,S30,sfccond,2025-09-26T18:57:14.595+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-09-29 14:53:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,"Lush Green, Unwilted ",Moist but Not Muddy ,0.762,0.762,216220,PM-2025-BNF-S20-00254,bnf,S20,sfccond,2025-09-29T18:18:17.670+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-09-30 14:23:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,"Lush Green, Unwilted ",Moist but Not Muddy ,0.6096,0.6096,216677,PM-2025-BNF-S30-00374,bnf,S30,sfccond,2025-10-01T18:40:45.601+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-01 17:43:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,"Lush Green, Unwilted ",Dry and Dusty ,0.762,0.762,216689,PM-2025-BNF-S40-00393,bnf,S40,sfccond,2025-10-01T18:52:47.713+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-08 18:50:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S40,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Fully Green but Noticeably Wilted ,Muddy or Standing Water  ,0.762,0.762,217793,PM-2025-BNF-S40-00405,bnf,S40,sfccond,2025-10-08T21:21:04.231+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-09 18:00:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Fully Green but Noticeably Wilted ,Moist but Not Muddy ,0.6096,0.6096,218070,PM-2025-BNF-S20-00266,bnf,S20,sfccond,2025-10-10T13:54:38.289+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-10 18:50:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Fully Green but Noticeably Wilted ,Moist but Not Muddy ,0.67056,0.67056,218159,PM-2025-BNF-S30-00385,bnf,S30,sfccond,2025-10-10T18:49:52.929+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-15 17:30:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,"Green W/ Brown Patches because of Hot, Dry Weather",Dry and Dusty ,0.4572,0.4572,218854,PM-2025-BNF-S30-00395,bnf,S30,sfccond,2025-10-15T19:35:24.101+00:00,25055,NEW,PMR,WEEKLY,we weed eated the paths today,,,,
2025-10-15 19:25:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,Fully Green but Noticeably Wilted ,Dry and Dusty ,0.6096,0.6096,218845,PM-2025-BNF-S20-00278,bnf,S20,sfccond,2025-10-15T19:25:36.157+00:00,25055,NEW,PMR,WEEKLY,weed eating of paths was done today,,,,
2025-10-16 15:37:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,"Mostly Brown due to Hot, Dry Weather",Dry and Dusty ,0.381,0.381,219024,PM-2025-BNF-S40-00417,bnf,S40,sfccond,2025-10-16T18:25:58.683+00:00,25055,NEW,PMR,WEEKLY,there is logging at the edge of the field ,,,,
2025-10-20 15:32:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,"Green W/ Brown Patches because of Hot, Dry Weather",Dry and Dusty ,0.6096,0.6096,219602,PM-2025-BNF-S20-00289,bnf,S20,sfccond,2025-10-21T17:14:31.022+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-20 17:43:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,"Green W/ Brown Patches because of Hot, Dry Weather",Dry and Dusty ,0.4572,0.4572,219611,PM-2025-BNF-S30-00404,bnf,S30,sfccond,2025-10-21T17:42:55.993+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-23 15:10:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,220028,PM-2025-BNF-S40-00429,bnf,S40,sfccond,2025-10-23T19:18:14.293+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-27 18:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.6096,0.6096,220474,PM-2025-BNF-S40-00441,bnf,S40,sfccond,2025-10-27T19:38:12.989+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-28 17:30:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,220640,PM-2025-BNF-S30-00415,bnf,S30,sfccond,2025-10-28T20:05:11.163+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-10-31 16:40:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.6096,0.6096,221102,PM-2025-BNF-S20-00301,bnf,S20,sfccond,2025-10-31T20:53:16.693+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-04 17:54:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,221577,PM-2025-BNF-S30-00424,bnf,S30,sfccond,2025-11-04T21:17:13.528+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-05 16:17:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.6096,0.6096,221733,PM-2025-BNF-S30-00436,bnf,S30,sfccond,2025-11-05T19:54:07.550+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-05 18:48:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,221764,PM-2025-BNF-S40-00453,bnf,S40,sfccond,2025-11-05T20:59:06.601+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-10 18:49:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,222377,PM-2025-BNF-S20-00313,bnf,S20,sfccond,2025-11-10T21:03:53.441+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-12 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,222846,PM-2025-BNF-S40-00465,bnf,S40,sfccond,2025-11-13T20:23:24.062+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-12 18:50:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,222856,PM-2025-BNF-S30-00447,bnf,S30,sfccond,2025-11-13T20:43:25.826+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-17 15:30:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,223541,PM-2025-BNF-S20-00325,bnf,S20,sfccond,2025-11-18T22:12:51.327+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-17 17:20:00,Hunter Mcspadden,False,Native Prairie ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,223520,PM-2025-BNF-S30-00456,bnf,S30,sfccond,2025-11-18T21:54:17.867+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-11-25 18:17:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Muddy or Standing Water  ,0.4572,0.4572,224424,PM-2025-BNF-S40-00477,bnf,S40,sfccond,2025-11-25T19:26:30.581+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-01 16:20:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,225133,PM-2025-BNF-S20-00346,bnf,S20,sfccond,2025-12-01T22:00:31.199+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-01 18:50:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,225142,PM-2025-BNF-S30-00473,bnf,S30,sfccond,2025-12-01T22:07:52.474+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-02 16:08:00,Hunter Mcspadden,False,,sfccond,bnf:S40,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,225216,PM-2025-BNF-S40-00488,bnf,S40,sfccond,2025-12-02T21:36:02.922+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-09 17:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,225944,PM-2025-BNF-S40-00501,bnf,S40,sfccond,2025-12-11T21:18:23.159+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-11 21:24:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,225953,PM-2025-BNF-S30-00483,bnf,S30,sfccond,2025-12-11T21:39:26.393+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-22 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,226822,PM-2025-BNF-S20-00379,bnf,S20,sfccond,2025-12-22T21:02:01.554+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-29 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.42672,0.42672,227384,PM-2025-BNF-S30-00509,bnf,S30,sfccond,2025-12-29T18:52:23.155+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-30 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,227555,PM-2025-BNF-S20-00389,bnf,S20,sfccond,2025-12-30T20:43:58.708+00:00,25055,NEW,PMR,WEEKLY,,,,,
2025-12-31 18:20:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,227692,PM-2025-BNF-S40-00535,bnf,S40,sfccond,2025-12-31T20:57:08.274+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-05 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,227985,PM-2026-BNF-S20-00010,bnf,S20,sfccond,2026-01-05T20:29:28.455+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-05 21:20:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,228001,PM-2026-BNF-S40-00010,bnf,S40,sfccond,2026-01-05T21:18:21.965+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-06 15:40:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Dry,Brown due to Freezing Conditions,Dry and Dusty ,0.4572,0.4572,228104,PM-2026-BNF-S30-00009,bnf,S30,sfccond,2026-01-06T19:22:45.997+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-12 18:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,228523,PM-2026-BNF-S40-00022,bnf,S40,sfccond,2026-01-12T20:45:54.604+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-15 15:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,228868,PM-2026-BNF-S20-00021,bnf,S20,sfccond,2026-01-15T20:14:21.525+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-15 17:40:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,228878,PM-2026-BNF-S30-00019,bnf,S30,sfccond,2026-01-15T20:56:36.692+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-20 16:10:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,229188,PM-2026-BNF-S40-00034,bnf,S40,sfccond,2026-01-20T19:36:29.374+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-21 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,229329,PM-2026-BNF-S20-00033,bnf,S20,sfccond,2026-01-21T21:41:38.164+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-22 16:20:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Mostly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Muddy or Standing Water  ,0.3048,0.3048,229444,PM-2026-BNF-S30-00028,bnf,S30,sfccond,2026-01-22T19:11:31.053+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-28 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,229869,PM-2026-BNF-S30-00038,bnf,S30,sfccond,2026-01-28T21:35:26.905+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-01-28 18:30:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,229860,PM-2026-BNF-S20-00045,bnf,S20,sfccond,2026-01-28T21:23:41.760+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-02-02 16:00:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S40,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,230252,PM-2026-BNF-S40-00056,bnf,S40,sfccond,2026-02-02T21:29:44.028+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-02-02 18:30:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S30,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,230266,PM-2026-BNF-S30-00049,bnf,S30,sfccond,2026-02-02T22:07:01.522+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-02-03 15:36:00,Hunter Mcspadden,False,Derived from Grazed Grassland ,sfccond,bnf:S20,Mostly Uniform Grass,False,Slightly Wet Due to Rain or Dew,Brown due to Freezing Conditions,Moist but Not Muddy ,0.4572,0.4572,230315,PM-2026-BNF-S20-00058,bnf,S20,sfccond,2026-02-03T18:39:19.119+00:00,25055,NEW,PMR,WEEKLY,,,,,
2026-02-09 16:00:00,Hunter Mcspadden,False,,sfccond,bnf:S20,,False,,,,,,230761,PM-2026-BNF-S20-00069,bnf,S20,sfccond,2026-02-09T21:17:27.562+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,,
2026-02-10 15:54:00,Hunter Mcspadden,False,,sfccond,bnf:S40,,False,,,,,,230939,PM-2026-BNF-S40-00068,bnf,S40,sfccond,2026-02-10T18:17:50.327+00:00,25055,NEW,PMR,WEEKLY,,Hay,,0.4572,
2026-02-18 16:04:00,Hunter Mcspadden,False,,sfccond,bnf:S20,,False,,,,,,231605,PM-2026-BNF-S20-00081,bnf,S20,sfccond,2026-02-18T20:47:10.386+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,,
2026-02-19 18:00:00,Hunter Mcspadden,False,,sfccond,bnf:S40,,False,,,,,,231681,PM-2026-BNF-S40-00080,bnf,S40,sfccond,2026-02-19T20:07:38.089+00:00,25055,NEW,PMR,WEEKLY,,Hay,,0.4572,
2026-02-23 18:00:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,231965,PM-2026-BNF-S30-00076,bnf,S30,sfccond,2026-02-23T21:08:43.130+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,,
2026-02-24 17:00:00,Hunter Mcspadden,False,,sfccond,bnf:S20,,False,,,,,,232049,PM-2026-BNF-S20-00093,bnf,S20,sfccond,2026-02-24T21:04:01.025+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,,
2026-03-02 16:00:00,Hunter Mcspadden,False,,sfccond,bnf:S40,,False,,,,,,232459,PM-2026-BNF-S40-00103,bnf,S40,sfccond,2026-03-02T20:59:04.664+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,,0.4572,
2026-03-02 21:24:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,232486,PM-2026-BNF-S30-00087,bnf,S30,sfccond,2026-03-02T21:24:17.129+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,0.3048,0.3048
2026-03-03 16:00:00,Hunter Mcspadden,False,,sfccond,bnf:S20,,False,,,,,,232579,PM-2026-BNF-S20-00104,bnf,S20,sfccond,2026-03-03T18:24:21.626+00:00,25055,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,,
2026-03-10 16:30:00,Adam Elliott,False,,sfccond,bnf:S40,,False,,,,,,233103,PM-2026-BNF-S40-00115,bnf,S40,sfccond,2026-03-10T16:45:56.551+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,,.3,
2026-03-12 16:50:00,Adam Elliott,False,,sfccond,bnf:S20,,False,,,,,,233395,PM-2026-BNF-S20-00115,bnf,S20,sfccond,2026-03-12T17:48:49.366+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,.5m,.5m
2026-03-16 18:20:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,233749,PM-2026-BNF-S30-00097,bnf,S30,sfccond,2026-03-17T20:31:40.965+00:00,25055,NEW,PMR,WEEKLY,,Hay,Hay,0.3048,0.3048
2026-03-16 18:35:00,Adam Elliott,False,,sfccond,bnf:S40,,False,,,,,,233626,PM-2026-BNF-S40-00125,bnf,S40,sfccond,2026-03-16T19:45:50.855+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,,.3m,
2026-03-17 18:11:00,Adam Elliott,False,,sfccond,bnf:S20,,False,,,,,,233723,PM-2026-BNF-S20-00128,bnf,S20,sfccond,2026-03-17T18:11:37.530+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,.5m,.5m
2026-03-24 15:30:00,Adam Elliott,False,,sfccond,bnf:S30,,False,,,,,,234290,PM-2026-BNF-S30-00109,bnf,S30,sfccond,2026-03-24T15:52:38.102+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,.3,.3
2026-03-24 18:35:00,Adam Elliott,False,,sfccond,bnf:S40,,False,,,,,,234336,PM-2026-BNF-S40-00139,bnf,S40,sfccond,2026-03-24T18:41:23.613+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,,.5,
2026-03-30 16:50:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,234991,PM-2026-BNF-S30-00119,bnf,S30,sfccond,2026-03-31T19:44:23.167+00:00,25055,NEW,PMR,WEEKLY,,Hay,Hay,0.4572,0.4572
2026-03-31 15:00:00,Hunter Mcspadden,False,,sfccond,bnf:S20,,False,,,,,,235002,PM-2026-BNF-S20-00138,bnf,S20,sfccond,2026-03-31T20:14:25.324+00:00,25055,NEW,PMR,WEEKLY,,Tilled/Turned,Tilled/Turned,,
2026-04-06 14:30:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,235399,PM-2026-BNF-S30-00127,bnf,S30,sfccond,2026-04-06T19:52:00.389+00:00,25055,NEW,PMR,WEEKLY,,Hay,Hay,0.4572,0.4572
2026-04-07 15:55:00,Adam Elliott,False,,sfccond,bnf:S20,,False,,,,,,235502,PM-2026-BNF-S20-00151,bnf,S20,sfccond,2026-04-07T16:10:49.161+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,Fallow/No Crop,.8m,.8
2026-04-07 18:33:00,Adam Elliott,False,,sfccond,bnf:S40,,False,,,,,,235531,PM-2026-BNF-S40-00152,bnf,S40,sfccond,2026-04-07T18:33:42.138+00:00,25827,NEW,PMR,WEEKLY,,Fallow/No Crop,,.5m,
2026-04-13 14:25:00,Hunter Mcspadden,False,,sfccond,bnf:S30,,False,,,,,,235971,PM-2026-BNF-S30-00136,bnf,S30,sfccond,2026-04-13T20:02:32.825+00:00,25055,NEW,PMR,WEEKLY,,Hay,Hay,0.4572,0.4572
2026-04-14 15:19:00,Ashley Morgan,False,,sfccond,bnf:S40,,False,,,,,,236054,PM-2026-BNF-S40-00162,bnf,S40,sfccond,2026-04-14T18:03:47.171+00:00,28117,NEW,PMR,WEEKLY,,Hay,,30.48,
2026-04-15 15:51:00,Ashley Morgan,False,,sfccond,bnf:S20,,False,,,,,,236165,PM-2026-BNF-S20-00162,bnf,S20,sfccond,2026-04-15T18:36:25.306+00:00,28117,NEW,PMR,WEEKLY,,Hay,Hay,45.72,45.72
